Unique_id,Links,Name,Ratings,Price_for_one,Cuisine
316,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore/order,Kabab Biryani Corner,3.5,100,"Chinese, South Indian, Biryani, North Indian, Mughlai, Shawarma"
317,https://www.zomato.com/bangalore/vaibhav-biryani-rajajinagar-bangalore/order,Vaibhav Biryani,4.3,100,Biryani
318,https://www.zomato.com/bangalore/swiss-cream-shanti-nagar-bangalore/order,Swiss Cream,3.9,100,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages"
319,https://www.zomato.com/bangalore/hotel-n-g-t-non-veg-vijay-nagar-bangalore/order,Hotel N.G.T Non Veg,4,100,"Biryani, South Indian, Chinese"
320,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,Gokul Veg,4,100,"North Indian, Chinese, Beverages, Desserts"
321,https://www.zomato.com/bangalore/sweet-chariot-cafe-residency-road/order,Sweet Chariot Cafe,4.2,100,"Bakery, Desserts, Fast Food"
322,https://www.zomato.com/bangalore/keventers-ice-cream-brigade-road-bangalore/order,Keventers Ice Cream,4.3,100,"Ice Cream, Desserts, Shake, Beverages"
323,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore/order,Priyadarshini Veg,4.2,100,"North Indian, South Indian, Chinese, Street Food, Shake, Beverages"
324,https://www.zomato.com/bangalore/abs-absolute-barbecues-koramangala-5th-block-bangalore/order,AB's - Absolute Barbecues,3.5,600,"BBQ, North Indian, Continental, Oriental, Seafood, Fast Food, Desserts"
325,https://www.zomato.com/bangalore/donne-biriyanis-junction-kammanahalli-bangalore/order,Donne Biriyanis Junction,3.4,600,"Biryani, South Indian"
326,https://www.zomato.com/bangalore/the-taj-hotel-1-city-market-bangalore/order,The Taj Hotel,3.7,600,"North Indian, Chinese, Mughlai, Fast Food, Lebanese, Seafood, Rolls"
327,https://www.zomato.com/bangalore/le-arabia-restaurant-vijay-nagar-bangalore/order,Le Arabia Restaurant,3.5,600,"Arabian, Biryani, North Indian, Chinese, Fast Food, Sichuan"
328,https://www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order,Burger Elite,4.1,600,"Burger, Fast Food"
329,https://www.zomato.com/bangalore/zaatar-old-madras-road-bangalore/order,Zaatar,3.9,600,"BBQ, Arabian, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages"
330,https://www.zomato.com/bangalore/chichabas-taj-frazer-town/order,Chichaba's Taj,4,600,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages"
331,https://www.zomato.com/bangalore/kc-das-st-marks-road-bangalore/order,KC Das,4.2,600,"Mithai, Street Food, Mishti, Bengali"
332,https://www.zomato.com/bangalore/bombay-kulfi-shanti-nagar-bangalore/order,Bombay Kulfi,4.3,600,"Ice Cream, Desserts"
333,https://www.zomato.com/bangalore/snack-house-seshadripuram-bangalore/order,Snack House,3.8,600,"Fast Food, Momos"
334,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore/order,Le Arabia,3.8,600,"North Indian, Mughlai, Chinese, Arabian, Biryani, Beverages, Desserts, Sichuan"
335,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar/order,Nammura Upachara,4.1,600,"South Indian, North Indian, Street Food, Chinese"
336,https://www.zomato.com/bangalore/uncle-toms-cafe-basaveshwara-nagar-bangalore/order,Uncle Tom's Cafe,3.6,200,North Indian
337,https://www.zomato.com/bangalore/adigas-majestic-bangalore/order,Adiga's,3.6,200,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages"
338,https://www.zomato.com/bangalore/basaveshwarnagar-dosa-corner-basaveshwara-nagar/order,Basaveshwarnagar Dosa Corner,4.2,200,South Indian
339,https://www.zomato.com/bangalore/sweet-moments-1-kammanahalli-bangalore/order,Sweet Moments,4.3,200,"Mithai, Street Food, Ice Cream, Beverages"
340,https://www.zomato.com/bangalore/mr-shawarma-miss-grills-btm-bangalore/order,Mr. Shawarma & Miss. Grill's,4.2,200,Lebanese
341,https://www.zomato.com/bangalore/udupi-aatithya-basavanagudi-bangalore/order,Udupi Aatithya,4.1,200,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts"
342,https://www.zomato.com/bangalore/nandos-brigade-road-bangalore/order,Nando's,New,200,"Burger, Fast Food, Portuguese"
343,https://www.zomato.com/bangalore/simplee-shawarma-btm-bangalore/order,Simplee Shawarma,4,200,"Lebanese, Fast Food"
344,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-nagawara-bangalore/order,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,200,"Ice Cream, Desserts"
345,https://www.zomato.com/bangalore/maharaja-military-canteen-cunningham-road-bangalore/order,Maharaja Military Canteen,3.5,200,South Indian
346,https://www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Chicken County Deluxe Restaurant,4.2,200,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages"
347,https://www.zomato.com/bangalore/king-punjabi-restaurant-btm/order,King Punjabi Restaurant,3.9,200,"North Indian, Chinese, Sichuan"
348,https://www.zomato.com/bangalore/arogya-ahaara-jp-nagar-bangalore/order,Arogya Ahaara,4,50,South Indian
349,https://www.zomato.com/bangalore/udupi-kitchen-vijay-nagar/order,Udupi Kitchen,3.8,50,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan"
350,https://www.zomato.com/bangalore/kanti-bakes-flakes-rt-nagar-bangalore/order,Kanti Bakes & Flakes,4.2,50,"Bakery, Desserts, Mithai"
351,https://www.zomato.com/bangalore/casino-restaurant-new-bel-road-bangalore/order,Casino Restaurant,3.8,50,"North Indian, Chinese, Beverages"
352,https://www.zomato.com/bangalore/boss-burger-lavelle-road-bangalore/order,Boss Burger,4.1,50,"Burger, Fast Food, Desserts, Beverages, Shake"
353,https://www.zomato.com/bangalore/india-sweet-house-frazer-town-bangalore/order,India Sweet House,4.3,50,"Mithai, Street Food"
354,https://www.zomato.com/bangalore/nagarjuna-chimney-jayanagar/order,Nagarjuna Chimney,4.2,50,"Andhra, Biryani, North Indian, Beverages"
355,https://www.zomato.com/bangalore/udupi-shanthi-sagar-frazer-town-bangalore/order,Udupi Shanthi Sagar,4,50,"North Indian, South Indian, Chinese, Street Food, Beverages"
356,https://www.zomato.com/bangalore/singh-da-punjabi-dhaba-koramangala-7th-block-bangalore/order,Singh Da Punjabi Dhaba,3.5,50,"North Indian, Biryani"
357,https://www.zomato.com/bangalore/al-wahab-tandoori-restaurant-hbr-layout-bangalore/order,Al-Wahab Tandoori Restaurant,4.1,50,"North Indian, Chinese, Arabian, Biryani, Rolls, Sichuan"
358,https://www.zomato.com/bangalore/le-arabia-koramangala-5th-block-bangalore/order,Le Arabia,3.3,50,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts"
359,https://www.zomato.com/bangalore/cool-town-richmond-road-bangalore/order,Cool Town,4.3,50,"Ice Cream, Desserts, Beverages, Street Food, Juices"
360,https://www.zomato.com/bangalore/punjabi-unplugged-koramangala-7th-block-bangalore/order,Punjabi Unplugged,3.5,150,"North Indian, Chinese, Kebab, Biryani, Mughlai"
361,https://www.zomato.com/bangalore/tibetan-mothers-kitchen-koramangala-7th-block/order,Tibetan Mother's Kitchen,4,150,"Tibetan, Chinese, Asian, Momos, Sichuan"
362,https://www.zomato.com/bangalore/louis-burger-indiranagar-bangalore/order,Louis Burger,4,150,"Burger, Fast Food"
363,https://www.zomato.com/bangalore/aligarh-house-by-eatfit-cunningham-road-bangalore/order,Aligarh House by EatFit,3.9,150,"Biryani, North Indian, Kebab, Desserts, Beverages"
364,https://www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order,Mangalore Kitchen,3.7,150,"Street Food, Chinese"
365,https://www.zomato.com/bangalore/motis-kitchen-thippasandra/order,Motis Kitchen,4.2,150,"South Indian, Kerala, Chinese, Seafood, Chettinad"
366,https://www.zomato.com/bangalore/delhi-restaurant-chaat-rt-nagar-bangalore/order,Delhi Restaurant & Chaat,3.7,150,"North Indian, Chinese, Sichuan"
367,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order,Kabab Manor,4,150,"North Indian, Biryani, Fast Food, Chinese, Beverages"
368,https://www.zomato.com/bangalore/rollsking-btm-bangalore/order,RollsKing,3.5,150,"Rolls, Fast Food, North Indian"
369,https://www.zomato.com/bangalore/akram-hotel-kumaraswamy-layout-bangalore/order,Akram Hotel,3.3,150,"South Indian, Biryani, Mughlai"
370,https://www.zomato.com/bangalore/al-pizzalicious-ulsoor-bangalore/order,Al - Pizzalicious,3.8,150,"Fast Food, Pizza, Burger, Sandwich"
371,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order,RS Shiv Sagar,3.7,150,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts"
372,https://www.zomato.com/bangalore/dawat-durbar-shivajinagar-bangalore/order,Dawat Durbar,3.8,150,"Mughlai, North Indian"
373,https://www.zomato.com/bangalore/hungry-bird-btm-bangalore/order,Hungry Bird,3.9,150,"Biryani, North Indian, Chinese, Rolls, Fast Food, Sichuan"
374,https://www.zomato.com/bangalore/tibbs-frankie-serving-rolls-since-1969-shivajinagar-bangalore/order,Tibb's Frankie - Serving Rolls Since 1969,4.1,150,Rolls
375,https://www.zomato.com/bangalore/new-udupi-upahar-1-jayanagar-bangalore/order,New Udupi Upahar,3.9,150,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake"
376,https://www.zomato.com/bangalore/mainland-china-koramangala-7th-block-bangalore/order,Mainland China,3.7,150,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages"
377,https://www.zomato.com/bangalore/kulfi-shulfi-kulfis-and-ice-cream-wilson-garden-bangalore/order,Kulfi Shulfi- Kulfis and Ice Cream,4.3,150,"Ice Cream, Desserts"
378,https://www.zomato.com/bangalore/kachori-chowk-rt-nagar-bangalore/order,Kachori Chowk,4,150,"North Indian, Street Food"
379,https://www.zomato.com/bangalore/mad-over-donuts-brigade-road/order,Mad Over Donuts,4,150,"Desserts, Waffle, Beverages"
380,https://www.zomato.com/bangalore/taste-of-tibet-brigade-road/order,Taste Of Tibet,4,150,"Chinese, Street Food, Momos, Sichuan"
381,https://www.zomato.com/bangalore/tks-iyengars-1-basaveshwara-nagar-bangalore/order,TKS Iyengars,4.2,150,South Indian
382,https://www.zomato.com/bangalore/bangarpete-chats-basaveshwara-nagar-bangalore/order,Bangarpete Chats,3.6,150,Street Food
383,https://www.zomato.com/bangalore/just-cakes-1-btm-bangalore/order,Just Cakes,3.9,150,"Bakery, Desserts"
384,https://www.zomato.com/bangalore/the-red-box-indiranagar-bangalore/order,The Red Box,3.7,200,"Chinese, Thai, Sichuan"
385,https://www.zomato.com/bangalore/g-s-chinese-dragon-1-seshadripuram-bangalore/order,G 's Chinese Dragon,3.4,200,"Chinese, Momos"
386,https://www.zomato.com/bangalore/eat-n-drink-btm/order,Eat N Drink,4.1,200,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages"
387,https://www.zomato.com/bangalore/the-tasty-planet-richmond-road-bangalore/order,The Tasty Planet,4,200,"Fast Food, Salad, Sandwich, Street Food, Beverages, Juices, Shake"
388,https://www.zomato.com/bangalore/rolls-bowls-company-hosur-road-bangalore/order,Rolls & Bowls Company,3.4,200,"Rolls, North Indian, Chinese, Fast Food, Sichuan"
389,https://www.zomato.com/bangalore/shuchi-ruchi-malleshwaram/order,Shuchi Ruchi,4,200,"Chinese, North Indian, South Indian, Street Food, Fast Food"
390,https://www.zomato.com/bangalore/kekou-hbr-layout-bangalore/order,Kekou,3.9,200,"Chinese, Sichuan"
391,https://www.zomato.com/bangalore/puneri-katta-btm-bangalore/order,Puneri Katta,4.2,200,"Maharashtrian, Street Food"
392,https://www.zomato.com/bangalore/big-bang-pizza-3-frazer-town-bangalore/order,Big Bang Pizza,3.8,200,"Pizza, Fast Food, Burger, Pasta, Beverages"
393,https://www.zomato.com/bangalore/burger-seigneur-st-marks-road-bangalore/order,Burger Seigneur,4.2,200,"Cafe, Burger, Continental, Beverages, Desserts"
394,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order,SLV Corner Restaurant,4.3,200,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts"
395,https://www.zomato.com/bangalore/steves-fast-food-airport-road-bangalore/order,Steve's Fast Food,4.1,200,"Chinese, Momos, Seafood"
396,https://www.zomato.com/bangalore/eliza-momos-hbr-layout-bangalore/order,Eliza Momos,3.8,150,"Chinese, Momos, Sichuan"
397,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order,Twiststick House,4,150,"Chinese, Fast Food, Beverages"
398,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order,Roti Sabji.Com,3.4,150,"North Indian, Beverages, Rajasthani, Shake"
399,https://www.zomato.com/bangalore/bangarpet-chats-btm-bangalore/order,Bangarpet Chats,4.2,150,Street Food
400,https://www.zomato.com/bangalore/bansuri-sweets-vijay-nagar/order,Bansuri Sweets,3.8,150,"Mithai, North Indian, Street Food, Sandwich, Chinese"
401,https://www.zomato.com/bangalore/hotel-aasare-yeshwantpur-bangalore/order,Hotel Aasare,4.3,150,"Chettinad, Kerala, Seafood"
402,https://www.zomato.com/bangalore/malabar-paragon-restaurant-btm-bangalore/order,Malabar Paragon Restaurant,3.4,150,"North Indian, South Indian, Chinese, Fast Food, Biryani, Seafood, Mughlai, Beverages"
403,https://www.zomato.com/bangalore/burger-it-up-vasanth-nagar-bangalore/order,Burger It Up,3.9,150,"Burger, North Indian, Chinese, Desserts, Beverages"
404,https://www.zomato.com/bangalore/momo-monk-seshadripuram-bangalore/order,Momo Monk,4.3,150,"Momos, Desserts, Beverages"
405,https://www.zomato.com/bangalore/umpire-chicken-county-richmond-road-bangalore/order,Umpire Chicken County,3.5,150,"Rolls, Chinese, North Indian, Biryani"
406,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/order,Milano Ice Cream,4.4,150,"Ice Cream, Desserts, Beverages, Shake"
407,https://www.zomato.com/bangalore/udupi-upachar-banashankari-bangalore/order,Udupi Upachar,3.9,150,"South Indian, North Indian, Chinese, Street Food, Sandwich, Shake, Beverages, Ice Cream"
408,https://www.zomato.com/bangalore/click-orders-koramangala-2nd-block-bangalore/order,Click & Orders,3.9,300,"North Indian, Chinese, Fast Food"
409,https://www.zomato.com/bangalore/simply-chats-basaveshwara-nagar-bangalore/order,Simply Chats,3.7,300,"Street Food, Sandwich, Ice Cream, Beverages"
410,https://www.zomato.com/bangalore/tenzin-kitchen-koramangala-7th-block/order,Tenzin Kitchen,4.1,300,"Tibetan, Chinese, Sichuan"
411,https://www.zomato.com/bangalore/shiv-sagar-1-banaswadi-bangalore/order,Shiv Sagar,3.9,300,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake"
412,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-domlur-bangalore/order,Rang De Basanti Dhaba,3.7,300,"North Indian, Seafood, Mughlai, Desserts"
413,https://www.zomato.com/bangalore/iyengars-bakery-vijay-nagar-bangalore/order,Iyengars Bakery,4.1,300,"Bakery, Desserts, Mithai, Fast Food"
414,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-langford-town-bangalore/order,The Brooklyn Creamery - Healthy Ice Cream,4.1,300,"Ice Cream, Desserts"
415,https://www.zomato.com/bangalore/the-pastry-house-wilson-garden-bangalore/order,The Pastry House,4.1,300,Bakery
416,https://www.zomato.com/bangalore/lassi-shop-banashankari-bangalore/order,Lassi Shop,4,300,"Beverages, Ice Cream, Desserts, Shake, Juices"
417,https://www.zomato.com/bangalore/savjis-roll-n-biryani-vijay-nagar/order,Savji's Roll 'N' Biryani,4,300,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food"
418,https://www.zomato.com/bangalore/lassi-shop-2-rt-nagar-bangalore/order,Lassi Shop,3.9,300,"Beverages, Juices, Desserts, Ice Cream"
419,https://www.zomato.com/bangalore/new-agarwal-bhavan-sanjay-nagar-bangalore/order,New Agarwal Bhavan,4.2,300,"Mithai, Street Food"
420,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,Richie Rich,4.2,300,"Desserts, Beverages, Fast Food, Ice Cream, Shake"
421,https://www.zomato.com/bangalore/amul-ice-cream-parlour-btm-bangalore/order,Amul Ice Cream Parlour,4.5,300,"Ice Cream, Desserts, Beverages, Shake"
422,https://www.zomato.com/bangalore/the-tea-brewery-2-koramangala-1st-block-bangalore/order,The Tea Brewery,4.3,300,"Tea, Fast Food, Beverages"
423,https://www.zomato.com/bangalore/no-sugar-please-hosur-road-bangalore/order,No Sugar Please!,4.4,300,"Beverages, Juices, Healthy Food"
424,https://www.zomato.com/bangalore/mini-samrat-chalukya-vasanth-nagar-bangalore/order,Mini Samrat Chalukya,4,300,"South Indian, North Indian, Chinese"
425,https://www.zomato.com/ChurchStreetSocial/order,Church Street Social,4,300,"North Indian, Chinese, Biryani, Burger, Pasta, Pizza, Kebab, Rolls"
426,https://www.zomato.com/bangalore/nisarga-garden-1-basavanagudi-bangalore/order,Nisarga Garden,4,300,"South Indian, Chinese, North Indian, Biryani, Desserts, Ice Cream, Juices, Beverages"
427,https://www.zomato.com/bangalore/just-bake-cakes-confectioners-btm-bangalore/order,Just Bake - Cakes & Confectioners,3.5,300,"Bakery, Desserts"
428,https://www.zomato.com/bangalore/sukh-sagar-majestic/order,Sukh Sagar,4.1,300,"Chinese, Street Food, Fast Food, Desserts, Beverages, Shake, Sichuan"
429,https://www.zomato.com/bangalore/l-j-iyengars-bakery-basavanagudi-bangalore/order,L. J. Iyengar's Bakery,3.8,300,"Bakery, Desserts"
430,https://www.zomato.com/bangalore/shrinidhi-military-hotel-basavanagudi/order,Shrinidhi Military Hotel,3.7,300,"South Indian, Biryani"
431,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-koramangala-7th-block-bangalore/order,ITC Sunfeast Baked Creations,4.3,300,"Bakery, Desserts, , Cafe, Continental, Sandwich"
432,https://www.zomato.com/bangalore/bigbites-seshadripuram-bangalore/order,BigBites,4,250,"Fast Food, Momos, Street Food"
433,https://www.zomato.com/bangalore/say-cheese-cake-koramangala-6th-block-bangalore/order,Say Cheese Cake,4.1,250,"Bakery, Desserts, Shake"
434,https://www.zomato.com/bangalore/mad-on-momos-banashankari-bangalore/order,Mad On Momos,4.2,250,Momos
435,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-shanti-nagar-bangalore/order,Marwadi Chaat & Tiffin Services,3.7,250,"North Indian, Street Food, Chinese, Beverages"
436,https://www.zomato.com/bangalore/the-sip-shop-city-market-bangalore/order,The Sip Shop,3.9,250,"Fast Food, Ice Cream, Desserts, Beverages, Shake"
437,https://www.zomato.com/bangalore/dragons-kitchen-jayanagar-bangalore/order,Dragon's Kitchen,3.8,250,"Chinese, Sichuan"
438,https://www.zomato.com/bangalore/lavonne-st-marks-road-bangalore/order,Lavonne,4.3,250,"Cafe, Fast Food, Bakery, Beverages, Desserts"
439,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,Al Zara Mandi Arabian Restaurant,4,250,"Arabian, North Indian, Mughlai"
440,https://www.zomato.com/bangalore/carols-pastries-bakers-vasanth-nagar-bangalore/order,Carols Pastries & Bakers,4.1,250,"Bakery, Desserts"
441,https://www.zomato.com/bangalore/uttara-karnatakada-gama-gama-basavanagudi-bangalore/order,Uttara Karnatakada Gama Gama,4.1,250,South Indian
442,https://www.zomato.com/bangalore/orange-bake-and-juice-btm-bangalore/order,Orange Bake And Juice,4.2,250,"Bakery, Desserts"
443,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order,Burnout Cafe,3,250,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts"
444,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-shanti-nagar-bangalore/order,Itminaan Matka Biryani - Slow Cooked,4,350,"Biryani, North Indian, Mughlai, Desserts, Beverages"
445,https://www.zomato.com/bangalore/green-pepper-jeevan-bhima-nagar/order,Green Pepper,3.9,350,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese, Sichuan"
446,https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar/order,Spicy Corner,4.1,350,Chinese
447,https://www.zomato.com/bangalore/smoky-docky-sanjay-nagar-bangalore/order,Smoky Docky,4.1,350,"Shawarma, Fast Food, Lebanese, Desserts, Beverages"
448,https://www.zomato.com/bangalore/udupi-food-point-banaswadi-bangalore/order,Udupi Food Point,3.9,350,"South Indian, Chinese"
449,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,Mallu Family Restaurant,3.7,350,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake"
450,https://www.zomato.com/bangalore/starboy-pizza-shakes-koramangala-7th-block-bangalore/order,Starboy Pizza & Shakes,3.5,350,"Pizza, Italian, Desserts, Beverages"
451,https://www.zomato.com/bangalore/vinnys-banashankari/order,Vinny's,4,350,"Cafe, Italian, Continental, Pizza, Beverages, Desserts"
452,https://www.zomato.com/bangalore/gullus-chat-seshadripuram/order,Gullu's Chat,3.9,350,"Fast Food, Street Food, Sandwich, Pizza, Desserts, Beverages"
453,https://www.zomato.com/bangalore/the-baklava-company-mg-road-bangalore/order,The Baklava Company,4,350,"Mithai, Desserts"
454,https://www.zomato.com/bangalore/kolkata-famous-kathi-roll-2-btm-bangalore/order,Kolkata Famous Kathi Roll,4.2,350,Rolls
455,https://www.zomato.com/bangalore/hotel-sanman-basavanagudi-bangalore/order,Hotel Sanman,4.3,350,South Indian
456,https://www.zomato.com/bangalore/tapri-by-the-corner-koramangala-5th-block/order,Tapri By The Corner,3.9,150,"North Indian, Chinese"
457,https://www.zomato.com/bangalore/lakeview-milkbar-mg-road/order,Lakeview Milkbar,3.9,150,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake"
458,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order,C. K. Mega Hot Food,4,150,"Chinese, Seafood, Sichuan"
459,https://www.zomato.com/bangalore/udupi-ahara-rajajinagar-bangalore/order,Udupi Ahara,4,150,"South Indian, North Indian, Chinese"
460,https://www.zomato.com/bangalore/punjabi-dhaba-majestic/order,Punjabi Dhaba,4.2,150,"North Indian, Chinese, Mughlai"
461,https://www.zomato.com/bangalore/karama-restaurant-frazer-town/order,Karama Restaurant,4,150,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts"
462,https://www.zomato.com/bangalore/hatti-kaapi-basavanagudi-bangalore/order,Hatti Kaapi,3.4,150,"Beverages, Fast Food, Coffee"
463,https://www.zomato.com/bangalore/taato-peero-momos-koramangala-2nd-block-bangalore/order,Taato Peero Momos,4.5,150,"Tibetan, Momos"
464,https://www.zomato.com/bangalore/chai-days-koramangala-5th-block-bangalore/order,Chai Days,4.3,150,"Beverages, Fast Food, Street Food, Tea"
465,https://www.zomato.com/bangalore/kartiks-mithai-shoppe-indiranagar/order,Kartik's Mithai Shoppe,4.5,150,"Mithai, Street Food"
466,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,Cheesecake & Co.,4.5,150,"Bakery, Desserts"
467,https://www.zomato.com/bangalore/juice-junction-snacks-jayanagar-bangalore/order,Juice Junction & Snacks,4.2,150,"Fast Food, Sandwich, Rolls, Beverages, Shake, Juices"
468,https://www.zomato.com/bangalore/gowdara-hatti-malleshwaram/order,Gowdara Hatti,4.1,100,"South Indian, Biryani"
469,https://www.zomato.com/bangalore/green-onion-residency-road/order,Green Onion,4.2,100,"Chinese, Seafood, Sichuan"
470,https://www.zomato.com/bangalore/veena-stores-malleshwaram/order,Veena Stores,4.4,100,South Indian
471,https://www.zomato.com/bangalore/sweet-bake-cake-and-desserts-3-koramangala-7th-block-bangalore/order,Sweet Bake - Cake And Desserts,New,100,"Bakery, Desserts"
472,https://www.zomato.com/bangalore/oh-my-shawarma-koramangala-6th-block-bangalore/order,Oh My Shawarma,4,100,Lebanese
473,https://www.zomato.com/bangalore/thalassery-cafe-1-kammanahalli-bangalore/order,Thalassery Cafe,3.5,100,"Fast Food, Street Food"
474,https://www.zomato.com/bangalore/ice-fort-basaveshwara-nagar/order,Ice Fort,4.5,100,"Ice Cream, Desserts, Beverages, Shake, Sandwich"
475,https://www.zomato.com/bangalore/karavali-family-restaurant-shanti-nagar-bangalore/order,Karavali Family Restaurant,-,100,"North Indian, Mughlai, Andhra, South Indian, Chinese, Fast Food, Seafood, Street Food"
476,https://www.zomato.com/bangalore/mane-holige-basaveshwara-nagar-bangalore/order,Mane Holige,4.4,100,Mithai
